team,FGA_2_final_scaled,FGM_2_final_scaled,FGR_2_final_scaled,FGR_3_final_scaled,FGA_3_final_scaled,FGM_3_final_scaled,FTA_final_scaled,FTM_final_scaled,FTR_final_scaled,AST_final_scaled,BLK_final_scaled,STL_final_scaled,TOV_final_scaled,TOV_team_final_scaled,DREB_final_scaled,OREB_final_scaled,F_tech_final_scaled,F_personal_final_scaled,team_score_final_scaled,opponent_team_score_final_scaled,point_diff_final_scaled,largest_lead_final_scaled,OT_length_min_tot_final_scaled,rest_days_final_scaled,attendance_final_scaled,tz_dif_H_E_final_scaled,prev_game_dist_final_scaled,home_away_NS_final_scaled,travel_dist_final_scaled,min_final_scaled,max_final_scaled,offense_rating,defense_rating,extra_rating
missouri_tigers,0.484090909090909,0.692501855857461,0.8704134929648132,0.7032968071648351,0.35158730166666663,0.6666666666666666,0.3813008129268294,0.40833333321428567,0.6776119359999999,0.6248989023310015,0.2074074074444445,0.34791666668750004,0.14333333325000003,0.17499999994843748,0.7025641026923076,0.4122807017368422,0.05000000000000002,0.47866666680000003,0.7546268656716419,0.25767790258426965,0.8286985309816479,0.40094428717849706,0.0,0.03718697502287582,0.341475630059885,0.49019607821716915,0.27195696615151316,0.6518518522004114,0.16279514654516575,0.8928571428571428,0.3481153382214196,57.90478678190827,17.50172736264166,28.059343021601414
lsu_tigers,0.6590909090909091,0.8081450843652561,0.853569373806845,0.6513822128603433,0.09948979595238097,0.28571428574999996,0.47909407658536596,0.46683673464285713,0.5985454599999998,0.6623545434133147,0.4563492063333334,0.515625,0.11696428575,0.1004464286312779,0.8076923076923077,0.6597744363157896,0.053571428500000004,0.42000000000000004,0.8031678343368871,0.18780096303370786,0.89545091787385,0.6098745446914979,0.0,0.11717796674567864,0.6363236379255357,0.6202480982998241,0.2728609652305028,0.7638888890586419,0.17837626049455763,0.9566326526785713,0.6399904800647911,72.90636007383829,66.31557863248557,46.91755327402115
south_carolina_gamecocks,0.603372434090909,0.7391335583073496,0.826351878279187,0.5960922798910598,0.21658986166666666,0.39784946233333335,0.4736428009756099,0.46543778785714285,0.6053156199999998,0.6631072849039391,0.8637992831111112,0.39314516131250005,0.14112903225,0.1330645160708165,0.8449131515384615,0.8251273342105265,0.0,0.387096774,0.768140862498934,0.08626313876404498,0.9396287619968847,0.785068080163883,0.0,0.044825986046570086,1.0,0.13779705411952253,0.28834748681689026,0.689964157819992,0.19745299632598823,0.7200460830357143,1.0,82.69917725057512,99.99999999999999,22.056035729176294
tennessee_lady_volunteers,0.6495601172727273,0.7276384798218263,0.768752170391144,0.5629100554650499,0.20122887857142857,0.3655913978333333,0.4838709678048782,0.4539170507142857,0.5687804919999998,0.685805333608833,0.6630824372222224,0.39314516131250005,0.20483870975000001,0.09677419350604838,0.8697270473076923,0.8064516131578948,0.03225806450000001,0.46064516120000004,0.7496526583539447,0.18194998191011233,0.8722292304926204,0.5307502511765085,0.0,0.03139984522146229,0.8087375471591092,0.07906388252621732,0.27201892898533386,0.7096774197688172,0.1668594224231995,0.6912442392857142,0.8106659903984053,62.07249546791736,73.13151182124247,17.67246360466651
auburn_tigers,0.5657467531818181,0.6108813234743875,0.701215699154078,0.5273409195959217,0.18537414976190475,0.32738095241666665,0.4965156795121952,0.4821428571428571,0.5957894735725202,0.5133696458433351,0.38095238100000006,0.5290178571250002,0.14910714275,0.14732142863420758,0.5631868130769231,0.6071428573684211,0.0714285715,0.5828571428,0.6647578433773988,0.24598715887640454,0.7908353285596161,0.31050182112494346,0.0,0.08734209842445406,0.3029347520447492,0.49019607821716915,0.23247360993965346,0.6765873016503526,0.10220206091510442,0.8928571428571428,0.30996305658022366,33.686764892807034,23.465628409027644,27.807163864262456
florida_gators,0.6136363636363636,0.6885552124721603,0.7534036199883117,0.5711574637938014,0.276497695952381,0.45967741933333334,0.4091266719512196,0.4412442396428571,0.6838461519999999,0.5836641139342109,0.3763440860000001,0.5544354838750001,0.19516129025,0.08467741931779232,0.6910669976923077,0.5976230900000001,0.08064516150000002,0.6206451612,0.7302840635223882,0.23160565426966295,0.8323621873628914,0.38901580927447643,0.5,0.03139984522146229,0.28081176125894736,0.4314629066238639,0.31930533862996513,0.670250896482278,0.24339291478296948,0.8640552991071428,0.28806312542468493,46.44027463258145,27.31907189578684,37.54007044408933
arkansas_razorbacks,0.6429618768181818,0.7115453697995545,0.7572111605488917,0.6101378442165901,0.46159754214285714,0.6827956989166666,0.4933123524390245,0.48617511535714286,0.6076554999999998,0.590149270348038,0.5519713261111112,0.45967741937500006,0.05725806450000001,0.0786290323174143,0.6848635234615384,0.5314091678947369,0.03225806450000001,0.49806451600000007,0.801595708042644,0.24392895977528098,0.8605554554332885,0.5036096133853714,0.0,0.02468677490960436,0.40315366761209653,0.4314629066238639,0.28799591499797117,0.7293906811065312,0.14317087763407535,0.8640552991071428,0.4091714942032343,54.36902022260706,52.845898506931796,29.736166192490508
alabama_crimson_tide,0.5492424243181817,0.6604305863697105,0.7723075673740262,0.6330081312038844,0.4095238095238095,0.6472222222499999,0.47235772365853673,0.4892857142857142,0.6488812390965782,0.5126516465537577,0.33333333333333337,0.5562500000000001,0.15499999999999997,0.1312500000082031,0.6269230769230769,0.5807017542105264,0.05000000000000002,0.516,0.7578109452281452,0.2374531834831461,0.8425822470776716,0.511048158654704,0.25,0.0580206415426748,0.36317057352177917,0.3081232490090153,0.11338595268511655,0.7740740744497943,0.06087108025020471,0.8035714285714285,0.36959153792872634,53.641836008662935,35.38563778140174,19.554850788881545
texas_am_aggies,0.5995297804545455,0.6795177022717148,0.7576026670074036,0.6916647252824084,0.2619047619047619,0.525862069,0.4381833473170733,0.4605911328571428,0.6614203479999998,0.6481802425611467,0.4521072796666667,0.36637931037500004,0.151724138,0.058189655253636854,0.6856763926923077,0.5989110705263159,0.03448275850000001,0.5668965516000001,0.7415925300127932,0.2634637737078651,0.818660502216594,0.46312396225108005,0.3333333333000001,0.07215777264713563,0.45355429545895104,0.3018448753369095,0.38922767194434427,0.7586206896130268,0.3179771405621148,0.8004926107142857,0.45906394729553623,55.292824176830706,27.466434884672303,48.75679288949532
kentucky_wildcats,0.6530303029545454,0.7708982923830734,0.8124344107997608,0.602612165220771,0.27460317452380956,0.49166666666666664,0.3967479675609757,0.4047619046428571,0.6360655719999999,0.7438474871564328,0.625925925888889,0.49791666668750006,0.12416666675,0.08750000006796874,0.5987179488461538,0.6210526315789475,0.033333333500000006,0.47866666680000003,0.7846481876332624,0.24194756550561805,0.853279536569003,0.485080264517991,0.0,0.07190975282439693,0.6003567694884189,0.3081232490090153,0.10217202393982128,0.7333333334962963,0.07193234217233035,0.8035714285714285,0.6043862550176652,61.96370542669645,59.61599201749313,16.36582631895468
alabama_crimson_tide,0.5492424243181817,0.6604305863697105,0.7723075673740262,0.6330081312038844,0.4095238095238095,0.6472222222499999,0.47235772365853673,0.4892857142857142,0.6488812390965782,0.5126516465537577,0.33333333333333337,0.5562500000000001,0.15499999999999997,0.1312500000082031,0.6269230769230769,0.5807017542105264,0.05000000000000002,0.516,0.7578109452281452,0.2374531834831461,0.8425822470776716,0.511048158654704,0.25,0.0580206415426748,0.36317057352177917,0.3081232490090153,0.11338595268511655,0.7740740744497943,0.06087108025020471,0.8035714285714285,0.36959153792872634,53.641836008662935,35.38563778140174,19.554850788881545
