team,fga_2,fgm_2,fga_3,fgm_3,fta,ftm,ast,blk,stl,tov,tov_team,dreb,oreb,f_tech,f_personal,team_score,opponent_team_score,largest_lead,ot_length_min_tot,rest_days,attendance,tz_dif_h_e,prev_game_dist,home_away_ns,travel_dist,fgr_2,fgr_3,ftr,region,fga_2_final_scaled,fgm_2_final_scaled,fga_3_final_scaled,fgm_3_final_scaled,fta_final_scaled,ftm_final_scaled,ast_final_scaled,blk_final_scaled,stl_final_scaled,tov_final_scaled,tov_team_final_scaled,dreb_final_scaled,oreb_final_scaled,f_tech_final_scaled,f_personal_final_scaled,team_score_final_scaled,opponent_team_score_final_scaled,largest_lead_final_scaled,ot_length_min_tot_final_scaled,rest_days_final_scaled,attendance_final_scaled,tz_dif_h_e_final_scaled,prev_game_dist_final_scaled,home_away_ns_final_scaled,travel_dist_final_scaled,fgr_2_final_scaled,fgr_3_final_scaled,ftr_final_scaled,offense_rating,defense_rating,extra_rating,OVR
abilene_christian_wildcats,32.06666666666667,15.966666666666667,27.033333333333335,9.566666666666666,17.466666666666665,13.233333333333333,16.1,1.9333333333333333,7.666666666666667,14.333333333333334,0.6,22.6,11.433333333333334,0.26666666666666666,15.966666666666667,73.86666666666666,66.6,16.9,5.799086757990867,4.141744229654631,787.3305704099822,-0.07199972041657929,720.2670146736986,0.03333333333333333,506.4814891203465,0.49922049418583625,0.35317451904739333,0.7636284819091302,West,0.37471477027443745,0.5637681159420289,0.5007936507936508,0.7972222222222223,0.4260162601626016,0.4726190476190475,0.7589254766031197,0.2148148148148148,0.4791666666666667,0.13333333333333336,0.1125,0.5230769230769231,0.5491228070175438,0.13333333333333336,0.4786666666666667,0.8032977967306325,0.25393258426966286,0.6302486187845303,0.08684863523573198,0.09589282025085406,0.08248966258902982,0.3482763261650911,0.36801028713155215,0.8141414141414143,0.2224618580322476,0.8015020358784898,0.6671074248672985,0.7636284819091304,81.90530746604497,52.704598189383645,49.60906453142505,61.40632339561788
air_force_falcons,44.193548387096776,18.29032258064516,17.0,5.032258064516129,14.064516129032258,10.387096774193548,12.806451612903226,2.064516129032258,11.161290322580646,13.161290322580646,1.1290322580645162,21.806451612903224,12.419354838709678,0.0967741935483871,17.774193548387096,62.064516129032256,58.16129032258065,11.483870967741936,5.934600088378259,3.9758815125689986,785.698550974642,-0.0022118656105628424,645.4881137139306,-0.06451612903225806,603.8136237679096,0.41595923703547005,0.28517891363561554,0.7548557187891813,West,0.7224791859389456,0.6647966339410939,0.2619047619047619,0.4193548387096775,0.3430369787568843,0.37096774193548376,0.5933918488287583,0.22939068100358423,0.6975806451612904,0.10403225806451617,0.2116935483870968,0.49255583126550856,0.6010186757215619,0.048387096774193554,0.5509677419354838,0.6422449962170713,0.15911562160202974,0.42826590625556943,0.11630513087328909,0.0602599704497796,0.0822826528947522,0.4774877842577493,0.32265100529334145,0.737047898338221,0.27230520222948784,0.6249607952947492,0.5386712813117183,0.7548557187891815,64.37350127569947,64.84496237904392,45.50783269593933,58.2420987835609
arizona_wildcats,39.53846153846154,18.96153846153846,18.576923076923077,6.423076923076923,15.961538461538462,11.307692307692308,14.384615384615385,4.0,10.5,12.961538461538462,0.8076923076923077,22.153846153846153,10.615384615384615,0.11538461538461539,17.115384615384617,68.5,57.38461538461539,17.923076923076923,5.737618545837724,4.548166418832268,4993.097079391197,-0.038461538461538464,956.6394732702449,0.19230769230769232,968.3461538461538,0.4797331894961318,0.34380406744957825,0.7097314450255627,West,0.588984558457269,0.6939799331103678,0.29945054945054944,0.5352564102564104,0.3893058161350844,0.4038461538461538,0.6727103052926277,0.4444444444444444,0.65625,0.09903846153846156,0.1514423076923077,0.5059171597633135,0.506072874493927,0.0576923076923077,0.5246153846153847,0.7300639658848614,0.15038893690579086,0.6684020399490013,0.07348730673792708,0.18320587695975704,0.6159602943561768,0.4103719071832098,0.5113887646253568,0.9393939393939394,0.4589806556506225,0.7601825427156528,0.6494076829603145,0.7097314450255628,76.05393883027304,68.54535001033737,75.96650998560655,73.52193294207231
baylor_bears,41.96969696969697,21.393939393939394,19.12121212121212,6.696969696969697,19.333333333333332,14.121212121212121,17.606060606060606,3.9393939393939394,6.696969696969697,12.606060606060606,0.24242424242424243,28.151515151515152,11.181818181818182,0.3333333333333333,14.696969696969697,77.0,60.484848484848484,22.818181818181817,5.77487200774872,3.886434148170877,3821.397909577054,-0.06060606060606061,697.1401910614052,0.12121212121212122,554.0909090909091,0.5134852186750365,0.34590853171131775,0.7423492266539942,West,0.6587054635158244,0.7997364953886692,0.3124098124098124,0.5580808080808082,0.4715447154471545,0.5043290043290043,0.8346200304605851,0.4377104377104377,0.4185606060606061,0.09015151515151515,0.045454545454545456,0.7365967365967365,0.5358851674641147,0.16666666666666669,0.42787878787878786,0.8460554371002132,0.18522301668369084,0.85095429432446,0.08158508158508161,0.041043689921499676,0.4673388492457573,0.36937156402877047,0.35398205059973975,0.8833792470156108,0.24684242581920027,0.8317479418868595,0.653382782121378,0.7423492266539943,89.36298020541622,67.285431070429,49.43772340850515,68.69537822811678
byu_cougars,43.0,23.296296296296298,22.14814814814815,7.333333333333333,14.11111111111111,10.592592592592593,20.62962962962963,4.7407407407407405,9.851851851851851,12.481481481481481,0.5555555555555556,26.88888888888889,13.37037037037037,0.07407407407407407,15.814814814814815,79.18518518518519,58.44444444444444,26.333333333333332,5.769490952139353,4.564900995912554,1592.5330758566054,-0.07492059054231417,527.6898631491248,0.1111111111111111,398.962962962963,0.5437780272668669,0.32926612412832584,0.7554964179807138,West,0.6882516188714154,0.8824476650563606,0.3844797178130512,0.6111111111111112,0.34417344173441733,0.37830687830687826,0.9865845047820785,0.5267489711934156,0.6157407407407407,0.08703703703703705,0.10416666666666669,0.688034188034188,0.6510721247563351,0.037037037037037035,0.47259259259259256,0.8758745952775805,0.16229712858926337,0.9820441988950276,0.08041540299604805,0.18680102288564032,0.18462369412972804,0.34286836673010707,0.2511971061474858,0.8754208754208754,0.16740210899615035,0.8959786560581505,0.6219471233535043,0.7554964179807139,100.0,77.51050764613395,56.15713022405217,77.88921262339537
california_baptist_lancers,35.166666666666664,19.433333333333334,28.766666666666666,8.966666666666667,15.4,10.533333333333333,19.233333333333334,4.366666666666666,9.566666666666666,14.766666666666667,0.3,30.5,8.1,0.16666666666666666,17.9,76.3,69.4,14.533333333333333,5.71917808219178,4.208410896321299,656.6754010695187,-0.11142797232124137,839.687543500879,-0.13333333333333333,777.7148396411262,0.5526786026542879,0.31600007913636763,0.6927556604694286,West,0.46361393771199505,0.7144927536231883,0.542063492063492,0.7472222222222223,0.375609756097561,0.37619047619047613,0.9164067013287118,0.48518518518518516,0.5979166666666667,0.14416666666666672,0.056249999999999994,0.8269230769230769,0.3736842105263156,0.08333333333333334,0.5559999999999999,0.8365031982942431,0.28539325842696633,0.541988950276243,0.06947890818858543,0.11021504625686603,0.06591701273249162,0.27527534436378764,0.44044822557162855,0.6828282828282829,0.3613592252453525,0.9148508022949853,0.5968890383686944,0.6927556604694287,86.07174005504883,87.57540450515695,46.787910792411,73.47835178420559
colorado_buffaloes,38.46666666666667,17.933333333333334,19.133333333333333,5.8,17.733333333333334,12.1,14.033333333333333,3.6,10.766666666666667,14.333333333333334,0.6333333333333333,24.233333333333334,12.133333333333333,0.1,17.3,65.36666666666666,56.833333333333336,15.766666666666667,5.859208523592085,3.9417442296546317,1831.2174688057041,-0.06742853148808275,400.65421016754567,0.16666666666666666,479.23333333333335,0.46192083785004545,0.3025805014940722,0.6886770088356775,West,0.5582485353068148,0.6492753623188405,0.3126984126984127,0.4833333333333334,0.43252032520325207,0.43214285714285705,0.6550548815713461,0.4,0.6729166666666667,0.13333333333333336,0.11875000000000001,0.5858974358974359,0.5859649122807016,0.05000000000000001,0.532,0.6873063255152807,0.14419475655430714,0.5879834254143647,0.09991728701406118,0.05292614223281866,0.21489905859126057,0.35673983300750417,0.17413999627911877,0.9191919191919193,0.20850820117934998,0.7224145007122168,0.5715409472665808,0.6886770088356776,73.43126430294946,73.28318801269815,46.19075469257227,64.30173566940661
colorado_state_rams,38.78125,17.78125,21.65625,7.5625,14.125,10.9375,14.3125,3.125,4.6875,9.5625,0.34375,30.71875,7.0625,0.03125,11.65625,69.1875,62.71875,14.0,5.774115296803653,3.882885215301217,1151.0327540106953,-0.15767849654015517,557.3907881282962,0.09375,463.10069802516244,0.45795706697926525,0.3458469991757026,0.7852523859737138,West,0.5672698889916744,0.6426630434782608,0.37276785714285715,0.6302083333333335,0.34451219512195125,0.39062499999999994,0.6690857885615251,0.3472222222222222,0.29296875,0.014062500000000006,0.064453125,0.8353365384615384,0.3190789473684209,0.015625,0.30625,0.7394456289978678,0.21032303370786515,0.5220994475138121,0.08142059553349876,0.040281260641908234,0.12862261677139664,0.18964299918729632,0.2692130519516453,0.8617424242424243,0.20024675189145186,0.7140100032200221,0.6532665539985494,0.7852523859737139,70.1076905817865,56.949980968454796,39.91427148701261,55.657314345751296
creighton_bluejays,33.172413793103445,17.689655172413794,27.896551724137932,10.275862068965518,11.862068965517242,8.620689655172415,20.896551724137932,2.8620689655172415,7.517241379310345,12.793103448275861,0.4482758620689655,25.24137931034483,10.655172413793103,0.034482758620689655,15.724137931034482,74.82758620689656,63.44827586206897,18.06896551724138,5.943945835301528,4.112149203090999,1346.0780011063987,0.034482758620689655,746.0560794836679,0.06896551724137931,594.1724137931035,0.5384523616520402,0.36080304375515126,0.7408757446216658,West,0.40642444735079264,0.6386806596701649,0.5213464696223318,0.8563218390804599,0.28931875525651807,0.30788177339901474,1.0,0.31800766283524906,0.4698275862068966,0.09482758620689656,0.08405172413793105,0.6246684350132626,0.5081669691470053,0.017241379310344827,0.46896551724137925,0.8164105580472025,0.2185199535063929,0.6738426366927035,0.11833661333105171,0.08953482036438001,0.15336267568078413,0.5454274839986498,0.38365338222984247,0.8422152560083596,0.26736798237920734,0.8846864939319206,0.6815168604263968,0.7408757446216659,92.23938612480666,59.10994615278993,57.57452107431914,69.64128445063857
gonzaga_bulldogs,38.84375,18.3125,18.71875,6.625,16.59375,12.8125,14.75,4.0,7.84375,14.84375,0.78125,26.46875,14.15625,0.125,15.5,69.3125,55.75,20.5,5.799086757990867,3.789135215301217,2552.9661597593586,-0.031964248270077586,755.988322032074,0.0625,884.25,0.47454872235885537,0.3479580068436966,0.7738535131452922,West,0.5690622109158188,0.6657608695652173,0.30282738095238093,0.5520833333333334,0.40472560975609756,0.45758928571428564,0.6910745233968805,0.4444444444444444,0.490234375,0.14609375000000002,0.14648437500000003,0.671875,0.6924342105263157,0.0625,0.45999999999999996,0.7411513859275054,0.13202247191011235,0.7645027624309393,0.08684863523573198,0.020140630320954117,0.3064475859091562,0.4224015696742456,0.389678068113913,0.8371212121212122,0.4159153971211995,0.7491897677864024,0.6572540129269825,0.7738535131452923,84.19010492383626,67.07872979024282,51.52199303755286,67.59694258387731
grand_canyon_lopes,41.43333333333333,17.566666666666666,18.6,5.7,17.333333333333332,12.166666666666666,11.733333333333333,2.533333333333333,12.466666666666667,16.8,0.7,21.866666666666667,13.733333333333333,0.06666666666666667,20.4,64.4,60.166666666666664,13.366666666666667,5.7724505327245055,4.208410896321299,629.8841354723708,-0.037142657440413784,843.1168406701826,0.0,587.2740778935065,0.4191152566006769,0.30774048466612347,0.7052924420870479,West,0.6433240826395312,0.6333333333333333,0.30000000000000004,0.4750000000000001,0.4227642276422764,0.4345238095238094,0.5394569612940496,0.28148148148148144,0.7791666666666667,0.19500000000000003,0.13125,0.49487179487179483,0.6701754385964911,0.03333333333333334,0.6559999999999999,0.6741151385927506,0.1816479400749063,0.4984806629834254,0.0810587262200166,0.11021504625686603,0.06251873720924722,0.41281380112398136,0.442528363883545,0.787878787878788,0.26383537588828,0.6316525944390012,0.5812875821471221,0.705292442087048,67.10650972220586,74.59850728767877,54.14158567921913,65.28220089636791
hawaii_rainbow_wahine,31.96551724137931,14.517241379310345,21.20689655172414,7.068965517241379,20.137931034482758,14.206896551724139,12.068965517241379,2.896551724137931,7.551724137931035,15.413793103448276,0.7931034482758621,25.517241379310345,10.344827586206897,0.10344827586206896,16.79310344827586,64.44827586206897,62.96551724137931,11.310344827586206,5.799086757990867,4.388011272056516,953.6133136640236,-0.000788136022154576,1762.15952775953,0.13793103448275862,2024.8275862068965,0.45671384935499676,0.3333923580295905,0.6901954237968586,West,0.3718140929535233,0.5007496251874063,0.3620689655172414,0.589080459770115,0.4911690496215307,0.5073891625615763,0.5563258232235702,0.3218390804597701,0.47198275862068967,0.1603448275862069,0.14870689655172417,0.6352785145888594,0.49183303085299446,0.05172413793103448,0.5117241379310344,0.6747739136828175,0.21309569934134054,0.4217946275481044,0.08684863523573198,0.14879920383753228,0.10358140886316991,0.48012380418642076,1.0,0.8965517241379312,1.0,0.7113739730997038,0.6297411207225598,0.6901954237968587,67.22392296544712,62.07093596845225,99.99999999999999,76.43161964463312
idaho_state_bengals,41.2,19.2,20.833333333333332,6.4,12.066666666666666,8.966666666666667,15.8,2.7666666666666666,9.166666666666666,14.266666666666667,0.4666666666666667,23.566666666666666,11.8,0.03333333333333333,17.1,66.56666666666666,63.733333333333334,13.233333333333333,5.745814307458144,4.108410896321298,1197.2174688057041,-0.13561892779758158,699.1377175043949,-0.1,626.1407445601732,0.4667804347782453,0.30973311495790967,0.7197877750044932,West,0.6366327474560594,0.7043478260869565,0.35317460317460314,0.5333333333333334,0.2943089430894309,0.3202380952380952,0.7438474870017331,0.3074074074074074,0.5729166666666666,0.1316666666666667,0.08750000000000001,0.5602564102564103,0.5684210526315788,0.016666666666666666,0.524,0.703681592039801,0.22172284644194756,0.49350828729281765,0.0752688172043012,0.08873170724784818,0.13448080907167417,0.23048605203719466,0.3551937074139472,0.7090909090909091,0.28373881940650536,0.7327184439843196,0.5850514393649405,0.7197877750044933,74.77822343567304,62.66439086691486,40.92422745157326,59.45561391805371
kansas_state_wildcats,40.03225806451613,18.903225806451612,19.258064516129032,5.516129032258065,16.612903225806452,12.548387096774194,17.06451612903226,5.32258064516129,7.548387096774194,13.612903225806452,0.3225806451612903,26.677419354838708,9.903225806451612,0.0967741935483871,15.612903225806452,66.90322580645162,60.38709677419355,16.322580645161292,5.934600088378259,4.072655706117385,3607.4558392271865,0.0,629.923429194399,0.12903225806451613,328.7096774193548,0.4715533194100766,0.2808963221325819,0.7400019119372361,West,0.603145235892692,0.6914446002805048,0.315668202764977,0.4596774193548388,0.4051927616050354,0.4481566820276497,0.8074020238161794,0.5913978494623655,0.4717741935483871,0.11532258064516132,0.06048387096774194,0.6799007444168733,0.46859083191850576,0.048387096774193554,0.4645161290322581,0.7082742967191692,0.1841246828561073,0.6087150240598824,0.11630513087328909,0.08105029852302245,0.44020186691747243,0.4815830295040782,0.31320980058475517,0.8895405669599219,0.131425720468184,0.7428385286780308,0.530581941805988,0.7400019119372362,77.04200046153777,70.58178673855826,52.511499573617954,66.71176225790465
long_beach_state_beach,38.888888888888886,18.0,18.555555555555557,5.0,15.74074074074074,11.037037037037036,14.0,3.185185185185185,11.851851851851851,13.592592592592593,0.48148148148148145,21.185185185185187,9.62962962962963,0.0,15.777777777777779,62.03703703703704,56.77777777777778,12.88888888888889,5.925080331473025,4.601938032949591,832.8664091899386,-0.0025395494047203006,505.71305963158295,-0.037037037037037035,486.7078210519481,0.46639053434877514,0.2644209256289792,0.6947938621544874,West,0.5703566656388118,0.6521739130434782,0.298941798941799,0.41666666666666674,0.3839205058717254,0.3941798941798941,0.6533795493934142,0.3539094650205761,0.7407407407407407,0.11481481481481486,0.09027777777777778,0.4686609686609687,0.4541910331384014,0.0,0.47111111111111115,0.6418700150043435,0.1435705368289638,0.48066298342541436,0.11423582391324325,0.19475781511120244,0.08826554972639605,0.47688108125829315,0.23786644720678435,0.7586980920314255,0.2123358524006652,0.7318917268786856,0.499461748410294,0.6947938621544875,67.00325009499299,65.66624587136005,54.59890314916058,62.4227997051712
montana_lady_griz,40.4,18.8,17.733333333333334,5.833333333333333,17.666666666666668,12.833333333333334,12.766666666666667,4.766666666666667,5.366666666666666,14.033333333333333,0.4,30.1,11.1,0.06666666666666667,13.933333333333334,67.93333333333334,60.6,14.466666666666667,5.745814307458144,4.108410896321298,1543.9710338680927,-0.03409519815474942,507.3084203350913,0.06666666666666667,445.60370561341995,0.4698950054325046,0.3140459817017117,0.7351473778112626,West,0.613691026827012,0.6869565217391304,0.27936507936507937,0.48611111111111116,0.43089430894308944,0.45833333333333326,0.5913922588099365,0.5296296296296296,0.33541666666666664,0.12583333333333335,0.07500000000000001,0.8115384615384615,0.5315789473684209,0.03333333333333334,0.3973333333333333,0.7223312011371714,0.18651685393258427,0.5395027624309392,0.0752688172043012,0.08873170724784818,0.17846395531298853,0.4184561390189234,0.23883415888555018,0.8404040404040405,0.19128662152594758,0.7393223578093973,0.5931979654365666,0.7351473778112627,72.88156172692456,66.55524980973989,47.592119295021575,62.34297694389534
montana_state_bobcats,40.205882352941174,17.08823529411765,22.970588235294116,7.0588235294117645,18.764705882352942,14.647058823529411,12.647058823529411,2.088235294117647,9.205882352941176,11.705882352941176,0.35294117647058826,24.58823529411765,12.794117647058824,0.0,17.323529411764707,70.0,67.82352941176471,12.764705882352942,5.899140478109052,3.7133037320482045,1118.5742371815036,-0.030756232037793103,569.8972123560435,-0.058823529411764705,466.1535981413293,0.42849058151873176,0.3132692311099471,0.7836895929115262,West,0.6081242857920226,0.612531969309463,0.4040616246498599,0.5882352941176472,0.45767575322812054,0.5231092436974789,0.5853807727597105,0.23202614379084968,0.5753676470588235,0.06764705882352942,0.06617647058823531,0.5995475113122172,0.6207430340557275,0.0,0.5329411764705883,0.7505330490405118,0.26768010575016526,0.47603184920376995,0.10859728506787335,0.003849495698142899,0.12450549199946347,0.4246381986579985,0.2767991813819216,0.7415329768270945,0.20181012817864513,0.6515313657734284,0.5917307698743445,0.7836895929115263,68.04575503729234,63.15818435888529,36.299567142301214,55.834502179492944
nebraska_cornhuskers,39.9375,20.09375,23.71875,8.4375,18.0625,13.03125,17.625,3.84375,7.375,14.125,0.375,28.9375,13.15625,0.125,16.5,78.53125,64.1875,21.5,5.799086757990867,3.757885215301217,3557.1454712566847,-0.06392849654015517,612.332072032074,0.1875,515.34375,0.5042171224453955,0.3656815428281999,0.7219971204497077,West,0.6004278445883442,0.7432065217391304,0.421875,0.7031250000000001,0.4405487804878049,0.46540178571428564,0.8355719237435009,0.4270833333333333,0.4609375,0.12812500000000002,0.0703125,0.766826923076923,0.6398026315789472,0.0625,0.5,0.8669509594882729,0.2268258426966292,0.8017955801104972,0.08684863523573198,0.013427086880636083,0.433820365774138,0.363220109844413,0.3025392596005835,0.9356060606060607,0.22700018158787266,0.812096530627534,0.6907318031199332,0.7219971204497078,90.84881166456329,72.19221518694988,47.917685161453434,70.31957067098887
nevada_wolf_pack,42.689655172413794,19.310344827586206,19.137931034482758,5.827586206896552,13.758620689655173,11.03448275862069,12.551724137931034,1.793103448275862,8.96551724137931,12.758620689655173,0.4482758620689655,23.620689655172413,11.931034482758621,0.0,16.482758620689655,67.13793103448276,62.10344827586207,11.793103448275861,5.861281687923161,4.043183685849619,989.5008297990042,-0.001576272044309152,383.22431793467166,-0.034482758620689655,383.62835644155854,0.453338598418802,0.303032823343001,0.8040406273164894,West,0.6793518134549748,0.7091454272863568,0.312807881773399,0.485632183908046,0.3355761143818335,0.3940886699507389,0.5805892547660312,0.1992337164750958,0.5603448275862069,0.09396551724137935,0.08405172413793105,0.5623342175066313,0.5753176043557168,0.0,0.4993103448275862,0.7114770972722595,0.20340953118946148,0.43979805677271855,0.10036793017883106,0.07471872449609179,0.1081334770448435,0.47866457886876335,0.1635673964674964,0.7607105538140022,0.15954932662634805,0.70421733136799,0.5723953329812241,0.8040406273164895,68.51870412073117,57.9026069762611,40.56674942536549,55.66268684078591
new_mexico_lobos,35.333333333333336,18.9,26.933333333333334,9.333333333333334,14.0,10.566666666666666,16.233333333333334,4.3,8.166666666666666,13.6,0.3,28.1,8.766666666666667,0.16666666666666666,13.066666666666666,76.36666666666666,68.63333333333334,16.066666666666666,5.799086757990867,4.108410896321298,2888.784135472371,-0.03333333333333333,625.9208768342123,0.1,460.6,0.5318199882222933,0.3471825805387544,0.752136576873419,West,0.4683934628430467,0.6913043478260869,0.4984126984126984,0.7777777777777779,0.34146341463414637,0.3773809523809523,0.765626805314847,0.47777777777777775,0.5104166666666666,0.115,0.056249999999999994,0.7346153846153847,0.40877192982456134,0.08333333333333334,0.36266666666666664,0.837412935323383,0.2767790262172285,0.599171270718232,0.08684863523573198,0.08873170724784818,0.3490436328556096,0.41986672349265897,0.3107819379356962,0.8666666666666668,0.19896615578767937,0.8706236816062839,0.6557893187954249,0.7521365768734191,82.52069020037332,69.81191469252964,51.56977972690808,67.967461539937
