team,fga_2,fgm_2,fga_3,fgm_3,fta,ftm,ast,blk,stl,tov,tov_team,dreb,oreb,f_tech,f_personal,team_score,opponent_team_score,largest_lead,ot_length_min_tot,rest_days,attendance,tz_dif_h_e,prev_game_dist,home_away_ns,travel_dist,win,fgr_2,fgr_3,ftr,win_pct,region,fga_2_final_scaled,fgm_2_final_scaled,fga_3_final_scaled,fgm_3_final_scaled,fta_final_scaled,ftm_final_scaled,ast_final_scaled,blk_final_scaled,stl_final_scaled,tov_final_scaled,tov_team_final_scaled,dreb_final_scaled,oreb_final_scaled,f_tech_final_scaled,f_personal_final_scaled,team_score_final_scaled,opponent_team_score_final_scaled,largest_lead_final_scaled,ot_length_min_tot_final_scaled,rest_days_final_scaled,attendance_final_scaled,tz_dif_h_e_final_scaled,prev_game_dist_final_scaled,home_away_ns_final_scaled,travel_dist_final_scaled,win_final_scaled,fgr_2_final_scaled,fgr_3_final_scaled,ftr_final_scaled,win_pct_final_scaled,performance_rating,offense_rating,defense_rating,extra_rating,OVR,Hybrid_OVR
akron_zips,39.25,18.821428571428573,18.75,6.0,16.964285714285715,11.785714285714286,14.392857142857142,3.5357142857142856,7.142857142857143,14.928571428571429,0.5,25.5,10.214285714285714,0.14285714285714285,15.571428571428571,67.42857142857143,66.71428571428571,11.535714285714286,5.799086757990868,4.509011674629963,907.2236440030557,-0.0008162837372315251,226.97330750188354,-0.10714285714285714,137.11111315723568,0.6071428571428571,0.4833663422161011,0.31764626359096876,0.704481385114777,0.6071428571428571,South,0.5807123034227568,0.687888198757764,0.3035714285714286,0.5000000000000001,0.41376306620209063,0.4209183673469387,0.6731245357761821,0.3928571428571428,0.44642857142857145,0.14821428571428574,0.09375,0.6346153846153846,0.48496240601503743,0.07142857142857142,0.46285714285714286,0.7154431922022542,0.25521669341894054,0.43019928966061566,0.08684863523573218,0.1747941305246621,0.09769721954151864,0.48007168899650443,0.06878887567138081,0.7034632034632036,0.0333089657006673,0.6071428571428571,0.7678860210243603,0.5999984978940521,0.7044813851147771,0.6071428571428571,60.71428571428571,48.912026312748765,31.17739159027417,23.86019323552273,33.29382454135526,44.262009010527436
app_state_mountaineers,33.16,17.04,27.6,7.8,18.2,11.64,12.72,2.64,9.36,19.64,0.92,26.84,11.0,0.12,17.88,69.12,68.12,12.92,5.9031963470319635,4.770093075585558,743.7704812834224,-0.04274271335709792,399.4602088042191,0.0,273.0888934722079,0.56,0.5118196527173544,0.2852515091369224,0.6305682936724892,0.56,South,0.40606845513413503,0.6104347826086955,0.5142857142857142,0.6500000000000001,0.44390243902439025,0.41571428571428565,0.5890467937608319,0.29333333333333333,0.585,0.266,0.17250000000000004,0.6861538461538461,0.5263157894736841,0.060000000000000005,0.5551999999999999,0.7385245202558637,0.2710112359550562,0.48182320441988946,0.10947890818858563,0.2308831329814456,0.07696438480279147,0.4024453581849272,0.17341574059122794,0.787878787878788,0.10294256956600256,0.56,0.8282163944360179,0.53880840614752,0.6305682936724893,0.56,56.00000000000001,52.447772959829166,67.7548585692341,64.93944790329724,62.906736242800974,60.14404174568059
austin_peay_governors,35.9,17.8,16.866666666666667,6.266666666666667,17.533333333333335,11.666666666666666,13.633333333333333,2.1333333333333333,7.233333333333333,16.2,0.9666666666666667,24.466666666666665,9.866666666666667,0.13333333333333333,17.7,66.06666666666666,59.5,15.566666666666666,5.745814307458144,3.975077562987965,821.1262032085561,0.06514293702383449,298.0043841710616,-0.06666666666666667,234.67407789350656,0.6333333333333333,0.49861299120203434,0.3762261874633172,0.6618870575016086,0.6333333333333333,South,0.48464384828862167,0.6434782608695652,0.25873015873015875,0.5222222222222223,0.4276422764227643,0.4166666666666666,0.634950895436164,0.23703703703703702,0.45208333333333334,0.18000000000000002,0.18125000000000002,0.5948717948717948,0.46666666666666656,0.06666666666666668,0.5479999999999999,0.6968585643212509,0.1741573033707865,0.5805248618784531,0.0752688172043012,0.060087255235824547,0.08677639071374281,0.6021944725794457,0.11187480745904153,0.7353535353535354,0.08327051693820522,0.6333333333333333,0.8002139298122432,0.710649465208488,0.6618870575016087,0.6333333333333333,63.33333333333333,57.94863188845807,19.946683004666568,14.958116250368505,28.019307215563803,42.14491766267162
ball_state_cardinals,33.58064516129032,17.677419354838708,27.161290322580644,8.709677419354838,14.774193548387096,10.419354838709678,15.774193548387096,3.193548387096774,7.709677419354839,13.709677419354838,0.7741935483870968,25.903225806451612,9.096774193548388,0.0,16.516129032258064,71.90322580645162,68.03225806451613,12.03225806451613,5.74753277360436,4.104913770633514,1136.420907365879,-0.06451612903225806,308.0202033879474,0.03225806451612903,288.2903225806452,0.6129032258064516,0.526137670906294,0.31785857271063583,0.7360533596794262,0.6129032258064516,South,0.4181313598519889,0.6381486676016829,0.5038402457757296,0.7258064516129032,0.36034618410700237,0.37211981566820274,0.742550455638173,0.3548387096774193,0.48185483870967744,0.11774193548387098,0.14516129032258066,0.6501240694789081,0.42614601018675713,0.0,0.5006451612903225,0.7765045739046703,0.27002537151141714,0.4487168062733916,0.07564235972144398,0.08798040788077009,0.1267692112044806,0.3621321146432668,0.1179501891625479,0.8132942326490714,0.11072715238734272,0.6129032258064516,0.8585753006102427,0.600399526231201,0.7360533596794263,0.6129032258064516,61.29032258064516,59.45352710926525,38.028791286808826,20.38738857381651,37.67317808796071,47.12003588503448
cleveland_state_vikings,39.48148148148148,18.037037037037038,19.333333333333332,6.0,22.77777777777778,16.11111111111111,11.814814814814815,4.185185185185185,9.666666666666666,16.037037037037038,0.9259259259259259,27.444444444444443,13.444444444444445,0.18518518518518517,15.0,70.18518518518519,59.96296296296296,17.14814814814815,5.769490952139353,4.564900995912554,542.6490394137453,0.03534400410055684,250.1159824122907,0.1111111111111111,172.8230495113036,0.7037037037037037,0.4545531614541901,0.304203223582832,0.6967823223528534,0.7037037037037037,South,0.5873505327714393,0.6537842190016103,0.31746031746031744,0.5000000000000001,0.5555555555555556,0.5753968253968252,0.5435522177289941,0.46502057613168724,0.6041666666666666,0.17592592592592599,0.17361111111111113,0.7094017094017093,0.654970760233918,0.0925925925925926,0.44,0.7530600963436785,0.17935913441531418,0.6395027624309393,0.08041540299604805,0.18680102288564032,0.051453605156080606,0.5470220706862429,0.08282672726157758,0.8754208754208754,0.0515968861504867,0.7037037037037037,0.7067926043385548,0.5746060889897938,0.6967823223528535,0.7037037037037037,70.37037037037037,51.496322574278906,79.59879584233596,66.90962034801075,68.20964209226145,69.07393340350501
coker_cobras,37.0,11.0,22.0,5.0,23.0,14.0,8.0,4.0,8.0,16.0,0.0,28.0,16.0,0.0,18.0,51.0,44.0,11.0,5.799086757990867,4.252326889638948,1329.1310160427809,-0.022855944642482702,469.6263050263696,0.0,381.11116840259876,1.0,0.2972972972972973,0.22727272727272727,0.6086956521739131,1.0,South,0.5161887141535616,0.34782608695652173,0.38095238095238093,0.41666666666666674,0.5609756097560976,0.4999999999999999,0.35181975736568455,0.4444444444444444,0.5,0.17500000000000002,0.0,0.7307692307692307,0.7894736842105261,0.0,0.5599999999999999,0.49125799573560774,0.0,0.4102209944751381,0.08684863523573198,0.11964966798047426,0.15121307493401642,0.4392654952920126,0.21597699374122892,0.787878787878788,0.1582602860613861,1.0,0.3733584682530424,0.4292929292929293,0.6086956521739132,1.0,100.0,0.0,72.24350593944388,44.199517803430666,44.47947778937264,66.68768667362357
dayton_flyers,42.69230769230769,18.384615384615383,17.0,5.8076923076923075,17.153846153846153,11.615384615384615,13.192307692307692,4.076923076923077,6.076923076923077,12.692307692307692,0.4230769230769231,29.53846153846154,12.653846153846153,0.15384615384615385,15.5,65.8076923076923,54.11538461538461,17.153846153846153,5.768352651914295,4.663551034216883,1342.1973467708763,-0.0008790747939416423,589.0240886548604,0.0,442.6923076923077,0.8461538461538461,0.42970018044233343,0.33474694649644426,0.6830671467973439,0.8461538461538461,South,0.6794278801679358,0.668896321070234,0.2619047619047619,0.48397435897435903,0.41838649155722324,0.41483516483516475,0.6127849620050659,0.45299145299145294,0.3798076923076923,0.09230769230769231,0.07932692307692307,0.7899408284023669,0.6133603238866395,0.07692307692307693,0.45999999999999996,0.6933245858618994,0.11365600691443384,0.639715257118572,0.08016797098682943,0.20799434504708508,0.15287044314347606,0.4799554320343834,0.28840113543028884,0.787878787878788,0.18979570787032313,0.8461538461538461,0.654096113194858,0.6322997878266169,0.683067146797344,0.8461538461538461,84.61538461538461,50.12916581297765,55.08862177468126,81.42000417426092,62.53255104159558,71.3656844711112
depaul_blue_demons,50.375,25.40625,25.0625,8.65625,15.0625,11.5,18.59375,3.5625,9.9375,13.84375,0.28125,25.15625,15.25,0.0,15.09375,88.28125,78.28125,18.6875,5.905393835616438,3.757885215301217,1491.6060327540108,-0.09375,844.332072032074,0.125,683.8125,0.6875,0.5037559923255184,0.34666909098952897,0.7764687295257632,0.6875,South,0.8997456059204441,0.9741847826086956,0.4538690476190476,0.7213541666666667,0.3673780487804878,0.41071428571428564,0.8842612651646446,0.3958333333333333,0.62109375,0.12109375000000001,0.052734375,0.6213942307692307,0.7499999999999998,0.0,0.44375,1.0,0.3851825842696629,0.6969095303867403,0.10995657568238215,0.013427086880636083,0.1718218390264181,0.30800591884696155,0.44326549723446607,0.8863636363636365,0.31327226349724707,0.6875,0.8111187831586648,0.6548193940913325,0.7764687295257633,0.6875,68.75,89.61220855281357,54.800415432959426,56.06769242681767,64.12681109655928,65.97608665793557
drake_bulldogs,35.4,19.3,24.166666666666668,7.866666666666666,16.9,12.466666666666667,18.9,4.266666666666667,7.233333333333333,17.666666666666668,0.5666666666666667,29.8,11.033333333333333,0.0,15.033333333333333,74.66666666666667,67.9,16.9,5.7724505327245055,4.175077562987965,1550.8754010695188,-0.06742853148808275,368.62929716930364,0.1,401.40370561341996,0.6,0.5473470989319088,0.32589092931490954,0.7474967310636647,0.6,South,0.4703052728954672,0.708695652173913,0.43253968253968256,0.6555555555555557,0.4121951219512195,0.44523809523809516,0.8996533795493933,0.47407407407407404,0.45208333333333334,0.21666666666666673,0.10625000000000001,0.8,0.5280701754385964,0.0,0.4413333333333333,0.8142146410803128,0.2685393258426967,0.6302486187845303,0.0810587262200166,0.10305393325385995,0.1793397236479714,0.35673983300750417,0.154714369051554,0.8666666666666668,0.16865200222477542,0.6,0.9035462614612357,0.6155717553726069,0.7474967310636648,0.6,60.0,90.06888516177406,66.07022074624848,42.198192780343874,64.31151076389416,62.58690645833649
eastern_illinois_panthers,42.233333333333334,19.366666666666667,17.733333333333334,5.633333333333334,16.233333333333334,12.3,15.633333333333333,1.4333333333333333,11.0,15.8,0.6,23.4,11.433333333333334,0.0,17.633333333333333,67.93333333333334,65.5,12.333333333333334,5.885844748858447,3.9084108963212985,711.7841354723708,-0.06742853148808275,450.92929716930365,0.0,829.5370389467533,0.5333333333333333,0.4581827271487821,0.3107527741531869,0.751460366844335,0.5333333333333333,South,0.6662658032685785,0.7115942028985507,0.27936507936507937,0.46944444444444455,0.39593495934959355,0.4392857142857142,0.7354708261120739,0.15925925925925924,0.6875,0.17000000000000004,0.1125,0.5538461538461538,0.5491228070175438,0.0,0.5453333333333333,0.7223312011371714,0.24157303370786515,0.4599447513812155,0.10570719602977656,0.04576502922981279,0.07290715146106762,0.35673983300750417,0.2046357886949529,0.787878787878788,0.38789713820083527,0.5333333333333333,0.7144884769740864,0.5869774622893531,0.7514603668443351,0.5333333333333333,53.333333333333336,52.08492196580352,44.00453911038227,34.22839777496682,42.837155480480355,47.035626621621546
