team,fga_2,fgm_2,fga_3,fgm_3,fta,ftm,ast,blk,stl,tov,tov_team,dreb,oreb,f_tech,f_personal,team_score,opponent_team_score,largest_lead,ot_length_min_tot,rest_days,attendance,tz_dif_h_e,prev_game_dist,home_away_ns,travel_dist,win,fgr_2,fgr_3,ftr,win_pct,region,fga_2_final_scaled,fgm_2_final_scaled,fga_3_final_scaled,fgm_3_final_scaled,fta_final_scaled,ftm_final_scaled,ast_final_scaled,blk_final_scaled,stl_final_scaled,tov_final_scaled,tov_team_final_scaled,dreb_final_scaled,oreb_final_scaled,f_tech_final_scaled,f_personal_final_scaled,team_score_final_scaled,opponent_team_score_final_scaled,largest_lead_final_scaled,ot_length_min_tot_final_scaled,rest_days_final_scaled,attendance_final_scaled,tz_dif_h_e_final_scaled,prev_game_dist_final_scaled,home_away_ns_final_scaled,travel_dist_final_scaled,win_final_scaled,fgr_2_final_scaled,fgr_3_final_scaled,ftr_final_scaled,win_pct_final_scaled,performance_rating,offense_rating,defense_rating,extra_rating,OVR,Hybrid_OVR
abilene_christian_wildcats,32.06666666666667,15.966666666666667,27.033333333333335,9.566666666666666,17.466666666666665,13.233333333333333,16.1,1.9333333333333333,7.666666666666667,14.333333333333334,0.6,22.6,11.433333333333334,0.26666666666666666,15.966666666666667,73.86666666666666,66.6,16.9,5.799086757990867,4.141744229654631,787.3305704099822,-0.07199972041657929,720.2670146736986,0.03333333333333333,506.4814891203465,0.5666666666666667,0.49922049418583625,0.35317451904739333,0.7636284819091302,0.5666666666666667,West,0.37471477027443745,0.5637681159420289,0.5007936507936508,0.7972222222222223,0.4260162601626016,0.4726190476190475,0.7589254766031197,0.2148148148148148,0.4791666666666667,0.13333333333333336,0.1125,0.5230769230769231,0.5491228070175438,0.13333333333333336,0.4786666666666667,0.8032977967306325,0.25393258426966286,0.6302486187845303,0.08684863523573198,0.09589282025085406,0.08248966258902982,0.3482763261650911,0.36801028713155215,0.8141414141414143,0.2224618580322476,0.5666666666666667,0.8015020358784898,0.6671074248672985,0.7636284819091304,0.5666666666666667,56.666666666666664,56.568694194790936,5.12843172172029,22.474072552921044,26.396723676189815,38.50470087238055
air_force_falcons,44.193548387096776,18.29032258064516,17.0,5.032258064516129,14.064516129032258,10.387096774193548,12.806451612903226,2.064516129032258,11.161290322580646,13.161290322580646,1.1290322580645162,21.806451612903224,12.419354838709678,0.0967741935483871,17.774193548387096,62.064516129032256,58.16129032258065,11.483870967741936,5.934600088378259,3.9758815125689986,785.698550974642,-0.0022118656105628424,645.4881137139306,-0.06451612903225806,603.8136237679096,0.5806451612903226,0.41595923703547005,0.28517891363561554,0.7548557187891813,0.5806451612903226,West,0.7224791859389456,0.6647966339410939,0.2619047619047619,0.4193548387096775,0.3430369787568843,0.37096774193548376,0.5933918488287583,0.22939068100358423,0.6975806451612904,0.10403225806451617,0.2116935483870968,0.49255583126550856,0.6010186757215619,0.048387096774193554,0.5509677419354838,0.6422449962170713,0.15911562160202974,0.42826590625556943,0.11630513087328909,0.0602599704497796,0.0822826528947522,0.4774877842577493,0.32265100529334145,0.737047898338221,0.27230520222948784,0.5806451612903226,0.6249607952947492,0.5386712813117183,0.7548557187891815,0.5806451612903226,58.06451612903226,14.488441405653077,38.15822115969917,16.164370247041077,24.217629866432063,37.756384371472144
arizona_wildcats,39.53846153846154,18.96153846153846,18.576923076923077,6.423076923076923,15.961538461538462,11.307692307692308,14.384615384615385,4.0,10.5,12.961538461538462,0.8076923076923077,22.153846153846153,10.615384615384615,0.11538461538461539,17.115384615384617,68.5,57.38461538461539,17.923076923076923,5.737618545837724,4.548166418832268,4993.097079391197,-0.038461538461538464,956.6394732702449,0.19230769230769232,968.3461538461538,0.7307692307692307,0.4797331894961318,0.34380406744957825,0.7097314450255627,0.7307692307692307,West,0.588984558457269,0.6939799331103678,0.29945054945054944,0.5352564102564104,0.3893058161350844,0.4038461538461538,0.6727103052926277,0.4444444444444444,0.65625,0.09903846153846156,0.1514423076923077,0.5059171597633135,0.506072874493927,0.0576923076923077,0.5246153846153847,0.7300639658848614,0.15038893690579086,0.6684020399490013,0.07348730673792708,0.18320587695975704,0.6159602943561768,0.4103719071832098,0.5113887646253568,0.9393939393939394,0.4589806556506225,0.7307692307692308,0.7601825427156528,0.6494076829603145,0.7097314450255628,0.7307692307692308,73.07692307692307,42.52410183035394,48.225713566938396,63.02472685156019,50.82569945345983,59.726188902845124
baylor_bears,41.96969696969697,21.393939393939394,19.12121212121212,6.696969696969697,19.333333333333332,14.121212121212121,17.606060606060606,3.9393939393939394,6.696969696969697,12.606060606060606,0.24242424242424243,28.151515151515152,11.181818181818182,0.3333333333333333,14.696969696969697,77.0,60.484848484848484,22.818181818181817,5.77487200774872,3.886434148170877,3821.397909577054,-0.06060606060606061,697.1401910614052,0.12121212121212122,554.0909090909091,0.8181818181818182,0.5134852186750365,0.34590853171131775,0.7423492266539942,0.8181818181818182,West,0.6587054635158244,0.7997364953886692,0.3124098124098124,0.5580808080808082,0.4715447154471545,0.5043290043290043,0.8346200304605851,0.4377104377104377,0.4185606060606061,0.09015151515151515,0.045454545454545456,0.7365967365967365,0.5358851674641147,0.16666666666666669,0.42787878787878786,0.8460554371002132,0.18522301668369084,0.85095429432446,0.08158508158508161,0.041043689921499676,0.4673388492457573,0.36937156402877047,0.35398205059973975,0.8833792470156108,0.24684242581920027,0.8181818181818182,0.8317479418868595,0.653382782121378,0.7423492266539943,0.8181818181818182,81.81818181818183,74.46877537776797,44.79790393586177,22.21046602645613,47.40301806966026,61.16908356906889
byu_cougars,43.0,23.296296296296298,22.14814814814815,7.333333333333333,14.11111111111111,10.592592592592593,20.62962962962963,4.7407407407407405,9.851851851851851,12.481481481481481,0.5555555555555556,26.88888888888889,13.37037037037037,0.07407407407407407,15.814814814814815,79.18518518518519,58.44444444444444,26.333333333333332,5.769490952139353,4.564900995912554,1592.5330758566054,-0.07492059054231417,527.6898631491248,0.1111111111111111,398.962962962963,0.8888888888888888,0.5437780272668669,0.32926612412832584,0.7554964179807138,0.8888888888888888,West,0.6882516188714154,0.8824476650563606,0.3844797178130512,0.6111111111111112,0.34417344173441733,0.37830687830687826,0.9865845047820785,0.5267489711934156,0.6157407407407407,0.08703703703703705,0.10416666666666669,0.688034188034188,0.6510721247563351,0.037037037037037035,0.47259259259259256,0.8758745952775805,0.16229712858926337,0.9820441988950276,0.08041540299604805,0.18680102288564032,0.18462369412972804,0.34286836673010707,0.2511971061474858,0.8754208754208754,0.16740210899615035,0.8888888888888888,0.8959786560581505,0.6219471233535043,0.7554964179807139,0.8888888888888888,88.88888888888889,100.00000000000003,72.61684915089785,32.54820316956534,69.32223890355428,77.14889889768813
california_baptist_lancers,35.166666666666664,19.433333333333334,28.766666666666666,8.966666666666667,15.4,10.533333333333333,19.233333333333334,4.366666666666666,9.566666666666666,14.766666666666667,0.3,30.5,8.1,0.16666666666666666,17.9,76.3,69.4,14.533333333333333,5.71917808219178,4.208410896321299,656.6754010695187,-0.11142797232124137,839.687543500879,-0.13333333333333333,777.7148396411262,0.7333333333333333,0.5526786026542879,0.31600007913636763,0.6927556604694286,0.7333333333333333,West,0.46361393771199505,0.7144927536231883,0.542063492063492,0.7472222222222223,0.375609756097561,0.37619047619047613,0.9164067013287118,0.48518518518518516,0.5979166666666667,0.14416666666666672,0.056249999999999994,0.8269230769230769,0.3736842105263156,0.08333333333333334,0.5559999999999999,0.8365031982942431,0.28539325842696633,0.541988950276243,0.06947890818858543,0.11021504625686603,0.06591701273249162,0.27527534436378764,0.44044822557162855,0.6828282828282829,0.3613592252453525,0.7333333333333334,0.9148508022949853,0.5968890383686944,0.6927556604694287,0.7333333333333334,73.33333333333333,66.56906350475586,100.0,18.133757016920455,65.24938456601298,68.48296407294112
colorado_buffaloes,38.46666666666667,17.933333333333334,19.133333333333333,5.8,17.733333333333334,12.1,14.033333333333333,3.6,10.766666666666667,14.333333333333334,0.6333333333333333,24.233333333333334,12.133333333333333,0.1,17.3,65.36666666666666,56.833333333333336,15.766666666666667,5.859208523592085,3.9417442296546317,1831.2174688057041,-0.06742853148808275,400.65421016754567,0.16666666666666666,479.23333333333335,0.7333333333333333,0.46192083785004545,0.3025805014940722,0.6886770088356775,0.7333333333333333,West,0.5582485353068148,0.6492753623188405,0.3126984126984127,0.4833333333333334,0.43252032520325207,0.43214285714285705,0.6550548815713461,0.4,0.6729166666666667,0.13333333333333336,0.11875000000000001,0.5858974358974359,0.5859649122807016,0.05000000000000001,0.532,0.6873063255152807,0.14419475655430714,0.5879834254143647,0.09991728701406118,0.05292614223281866,0.21489905859126057,0.35673983300750417,0.17413999627911877,0.9191919191919193,0.20850820117934998,0.7333333333333334,0.7224145007122168,0.5715409472665808,0.6886770088356776,0.7333333333333334,73.33333333333333,36.22909686080416,61.11575452160025,17.215038599804572,40.29908745755016,53.51278580786342
colorado_state_rams,38.78125,17.78125,21.65625,7.5625,14.125,10.9375,14.3125,3.125,4.6875,9.5625,0.34375,30.71875,7.0625,0.03125,11.65625,69.1875,62.71875,14.0,5.774115296803653,3.882885215301217,1151.0327540106953,-0.15767849654015517,557.3907881282962,0.09375,463.10069802516244,0.65625,0.45795706697926525,0.3458469991757026,0.7852523859737138,0.65625,West,0.5672698889916744,0.6426630434782608,0.37276785714285715,0.6302083333333335,0.34451219512195125,0.39062499999999994,0.6690857885615251,0.3472222222222222,0.29296875,0.014062500000000006,0.064453125,0.8353365384615384,0.3190789473684209,0.015625,0.30625,0.7394456289978678,0.21032303370786515,0.5220994475138121,0.08142059553349876,0.040281260641908234,0.12862261677139664,0.18964299918729632,0.2692130519516453,0.8617424242424243,0.20024675189145186,0.65625,0.7140100032200221,0.6532665539985494,0.7852523859737139,0.65625,65.625,28.251777192115924,16.678670008292272,7.558734800473886,17.602973268825174,36.811783961295106
creighton_bluejays,33.172413793103445,17.689655172413794,27.896551724137932,10.275862068965518,11.862068965517242,8.620689655172415,20.896551724137932,2.8620689655172415,7.517241379310345,12.793103448275861,0.4482758620689655,25.24137931034483,10.655172413793103,0.034482758620689655,15.724137931034482,74.82758620689656,63.44827586206897,18.06896551724138,5.943945835301528,4.112149203090999,1346.0780011063987,0.034482758620689655,746.0560794836679,0.06896551724137931,594.1724137931035,0.6896551724137931,0.5384523616520402,0.36080304375515126,0.7408757446216658,0.6896551724137931,West,0.40642444735079264,0.6386806596701649,0.5213464696223318,0.8563218390804599,0.28931875525651807,0.30788177339901474,1.0,0.31800766283524906,0.4698275862068966,0.09482758620689656,0.08405172413793105,0.6246684350132626,0.5081669691470053,0.017241379310344827,0.46896551724137925,0.8164105580472025,0.2185199535063929,0.6738426366927035,0.11833661333105171,0.08953482036438001,0.15336267568078413,0.5454274839986498,0.38365338222984247,0.8422152560083596,0.26736798237920734,0.6896551724137931,0.8846864939319206,0.6815168604263968,0.7408757446216659,0.6896551724137931,68.96551724137932,81.3727923910736,22.555198431773704,34.72884417573354,44.602888487094916,54.347939988808676
gonzaga_bulldogs,38.84375,18.3125,18.71875,6.625,16.59375,12.8125,14.75,4.0,7.84375,14.84375,0.78125,26.46875,14.15625,0.125,15.5,69.3125,55.75,20.5,5.799086757990867,3.789135215301217,2552.9661597593586,-0.031964248270077586,755.988322032074,0.0625,884.25,0.8125,0.47454872235885537,0.3479580068436966,0.7738535131452922,0.8125,West,0.5690622109158188,0.6657608695652173,0.30282738095238093,0.5520833333333334,0.40472560975609756,0.45758928571428564,0.6910745233968805,0.4444444444444444,0.490234375,0.14609375000000002,0.14648437500000003,0.671875,0.6924342105263157,0.0625,0.45999999999999996,0.7411513859275054,0.13202247191011235,0.7645027624309393,0.08684863523573198,0.020140630320954117,0.3064475859091562,0.4224015696742456,0.389678068113913,0.8371212121212122,0.4159153971211995,0.8125,0.7491897677864024,0.6572540129269825,0.7738535131452923,0.8125,81.25,62.05271869015539,44.23554026583906,25.417093062433082,44.24202787834056,59.04521672700433
